Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
LEXUS NX 350,2.4,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXT02.4P3M,small SUV,7,22,28,25,5,No,358
LEXUS NX 350,2.4,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXT02.4P3M,small SUV,7,22,29,25,5,No,357
LEXUS NX 350,2.4,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXT02.4P3M,small SUV,7,22,28,25,5,No,358
LEXUS NX 350,2.4,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXT02.4P3M,small SUV,7,22,29,25,5,No,357
LEXUS NX 350h,2.5,4,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXT02.5P34,small SUV,7,41,37,39,8,Yes,225
LEXUS NX 350h,2.5,4,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXT02.5P34,small SUV,7,41,37,39,8,Yes,225
LEXUS NX 450h+,2.5,4,SCV-6,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NTYXT02.5P33,small SUV,7,38/93,33/75,36/84,10,Yes,87
LEXUS NX 450h+,2.5,4,SCV-6,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NTYXT02.5P33,small SUV,7,38/93,33/75,36/84,10,Yes,87
LEXUS RC 300,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTYXV02.0M5A,small car,5,21,31,25,5,No,356
LEXUS RC 300,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTYXV02.0M5A,small car,5,21,31,25,5,No,356
LEXUS RC 300,3.5,6,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTYXV03.5M5A,small car,5,19,26,22,5,No,407
LEXUS RC 300,3.5,6,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTYXV03.5M5A,small car,5,19,26,22,5,No,407
LEXUS RC 350,3.5,6,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTYXV03.5M5A,small car,5,19,26,22,5,No,407
LEXUS RC 350,3.5,6,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTYXV03.5M5A,small car,5,19,26,22,5,No,407
LEXUS RC 350,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTYXV03.5M5A,small car,5,20,28,23,5,No,385
LEXUS RC 350,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTYXV03.5M5A,small car,5,20,28,23,5,No,385
LEXUS RC F,5,8,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTYXV05.0M5A,small car,5,16,24,19,4,No,459
LEXUS RC F,5,8,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTYXV05.0M5A,small car,5,16,24,19,4,No,459
LEXUS RX 350,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTYXT03.5M5M,small SUV,5,20,27,23,5,No,391
LEXUS RX 350,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTYXT03.5M5M,small SUV,5,20,27,23,5,No,391
LEXUS RX 350,3.5,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTYXT03.5M5M,small SUV,5,19,26,22,5,No,405
LEXUS RX 350,3.5,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTYXT03.5M5M,small SUV,5,19,26,22,5,No,405
LEXUS RX 350 L,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTYXT03.5M5M,small SUV,5,19,26,22,5,No,407
LEXUS RX 350 L,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTYXT03.5M5M,small SUV,5,19,26,22,5,No,407
LEXUS RX 350 L,3.5,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTYXT03.5M5M,small SUV,5,18,25,21,4,No,432
LEXUS RX 350 L,3.5,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTYXT03.5M5M,small SUV,5,18,25,21,4,No,432
LEXUS RX 450h,3.5,6,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXT03.5P34,standard SUV,7,31,28,30,6,No,297
LEXUS RX 450h,3.5,6,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXT03.5P34,standard SUV,7,31,28,30,6,No,297
LEXUS RX 450h L,3.5,6,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXT03.5P3S,standard SUV,7,29,28,29,6,No,305
LEXUS RX 450h L,3.5,6,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXT03.5P3S,standard SUV,7,29,28,29,6,No,305
LEXUS UX 200,2,4,SCV-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NTYXV02.0N4A,midsize car,6,29,37,32,7,No,271
LEXUS UX 200,2,4,SCV-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NTYXV02.0N4A,midsize car,6,29,37,32,7,No,271
LEXUS UX 250h,2,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV02.0P3B,small car,7,43,41,42,8,Yes,209
LEXUS UX 250h,2,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV02.0P3B,small car,7,43,41,42,8,Yes,209
LEXUS UX 250h,2,4,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTYXV02.0P3B,small car,7,41,38,39,8,Yes,225
LEXUS UX 250h,2,4,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTYXV02.0P3B,small car,7,41,38,39,8,Yes,225
LINCOLN Aviator,3,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NFMXT03.03U2,standard SUV,5,18,26,21,4,No,424
LINCOLN Aviator,3,6,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NFMXT03.03U2,standard SUV,5,18,26,21,4,No,424
LINCOLN Aviator,3,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NFMXT03.03U2,standard SUV,5,17,24,20,4,No,451
LINCOLN Aviator,3,6,SemiAuto-10,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NFMXT03.03U2,standard SUV,5,17,24,20,4,No,451
LINCOLN Aviator PHEV,3,6,SemiAuto-10,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NFMXT03.03P1,standard SUV,7,22/54,25/58,23/56,8,Yes,209
LINCOLN Aviator PHEV,3,6,SemiAuto-10,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NFMXT03.03P1,standard SUV,7,22/54,25/58,23/56,8,Yes,209
LINCOLN Corsair,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NFMXT02.02Y1,small SUV,5,22,29,25,5,No,361
LINCOLN Corsair,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NFMXT02.02Y1,small SUV,5,22,29,25,5,No,361
LINCOLN Corsair,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NFMXT02.02Y1,small SUV,5,21,29,24,5,No,369
LINCOLN Corsair,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NFMXT02.02Y1,small SUV,5,21,29,24,5,No,369
LINCOLN Corsair,2.3,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NFMXT02.32Z1,small SUV,5,21,28,24,5,No,371
LINCOLN Corsair,2.3,4,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NFMXT02.32Z1,small SUV,5,21,28,24,5,No,371
LINCOLN Corsair PHEV,2.5,4,CVT,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,NFMXT02.53CE,small SUV,7,34/83,32/72,33/78,10,Yes,117
LINCOLN Corsair PHEV,2.5,4,CVT,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,NFMXT02.53CE,small SUV,7,34/83,32/72,33/78,10,Yes,117
LINCOLN Nautilus,2,4,Auto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NFMXT02.02JU,small SUV,6,20,25,22,5,No,404
LINCOLN Nautilus,2,4,Auto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NFMXT02.02JU,small SUV,6,20,25,22,5,No,404
LINCOLN Nautilus,2,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NFMXT02.02JU,small SUV,6,20,25,22,5,No,404
LINCOLN Nautilus,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NFMXT02.02JU,small SUV,6,20,25,22,5,No,404
LINCOLN Nautilus,2.7,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NFMXT02.72JQ,small SUV,5,19,25,21,4,No,423
LINCOLN Nautilus,2.7,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NFMXT02.72JQ,small SUV,5,19,25,21,4,No,423
LINCOLN Navigator,3.5,6,SemiAuto-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NFMXT03.54HF,standard SUV,6,17,23,19,4,No,462
LINCOLN Navigator,3.5,6,SemiAuto-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NFMXT03.54HF,standard SUV,6,17,23,19,4,No,462
LINCOLN Navigator,3.5,6,SemiAuto-10,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NFMXT03.54HF,standard SUV,6,16,22,18,3,No,498
LINCOLN Navigator,3.5,6,SemiAuto-10,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NFMXT03.54HF,standard SUV,6,16,22,18,3,No,498
LINCOLN Nuatilus,2,4,Auto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NFMXT02.02JU,small SUV,6,21,26,23,5,No,384
LINCOLN Nuatilus,2,4,Auto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NFMXT02.02JU,small SUV,6,21,26,23,5,No,384
LINCOLN Nuatilus,2,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,NFMXT02.02JU,small SUV,6,21,26,23,5,No,387
LINCOLN Nuatilus,2,4,SemiAuto-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NFMXT02.02JU,small SUV,6,21,26,23,5,No,387
"LUCID Air Dream P AWD w/19"" wheels",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NLMUV00.0ZA2,large car,10,117,114,116,10,Elite,0
"LUCID Air Dream P AWD w/19"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NLMUV00.0ZA2,large car,10,117,114,116,10,Elite,0
"LUCID Air Dream P AWD w/21"" wheels",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NLMUV00.0ZA2,large car,10,110,111,111,10,Elite,0
"LUCID Air Dream P AWD w/21"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NLMUV00.0ZA2,large car,10,110,111,111,10,Elite,0
"LUCID Air Dream R AWD w/19"" wheels",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NLMUV00.0ZA2,large car,10,126,125,125,10,Elite,0
"LUCID Air Dream R AWD w/19"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NLMUV00.0ZA2,large car,10,126,125,125,10,Elite,0
"LUCID Air Dream R AWD w/21"" wheels",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NLMUV00.0ZA2,large car,10,115,117,116,10,Elite,0
"LUCID Air Dream R AWD w/21"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NLMUV00.0ZA2,large car,10,115,117,116,10,Elite,0
"LUCID Air G Touring AWD w/19"" wheels",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NLMUV00.0ZA2,large car,10,130,132,131,10,Elite,0
"LUCID Air G Touring AWD w/19"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NLMUV00.0ZA2,large car,10,130,132,131,10,Elite,0
"LUCID Air G Touring AWD w/21"" wheels",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NLMUV00.0ZA2,large car,10,121,122,121,10,Elite,0
"LUCID Air G Touring AWD w/21"" wheels",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,NLMUV00.0ZA2,large car,10,121,122,121,10,Elite,0
MASERATI Ghibli GT,3,6,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NMAXJ03.0DFI,midsize car,3,18,25,20,4,No,436
MASERATI Ghibli GT,3,6,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NMAXJ03.0DFI,midsize car,3,18,25,20,4,No,436
MASERATI Ghibli Modena,3,6,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NMAXJ03.0DFI,midsize car,3,18,25,20,4,No,436
MASERATI Ghibli Modena,3,6,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NMAXJ03.0DFI,midsize car,3,18,25,20,4,No,436
MASERATI Ghibli Modena,3,6,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NMAXJ03.0DFI,midsize car,3,16,24,19,4,No,472
MASERATI Ghibli Modena,3,6,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NMAXJ03.0DFI,midsize car,3,16,24,19,4,No,472
MASERATI Ghibli Trofeo,3.8,8,Auto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,NMAXJ03.8DFI,midsize car,1,13,20,16,3,No,560
MASERATI Ghibli Trofeo,3.8,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NMAXJ03.8DFI,midsize car,3,13,20,16,3,No,560
MASERATI Ghibli Trofeo,3.8,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NMAXJ03.8DFI,midsize car,3,13,20,16,3,No,560
MASERATI Ghibli Trofeo,3.8,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NMAXJ03.8DFI,midsize car,1,13,20,16,3,No,560
MASERATI Levante GT,3,6,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NMAXJ03.0DFI,standard SUV,3,16,22,18,3,No,495
MASERATI Levante GT,3,6,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NMAXJ03.0DFI,standard SUV,3,16,22,18,3,No,495
MASERATI Levante Modena,3,6,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NMAXJ03.0DFI,standard SUV,3,16,22,18,3,No,495
MASERATI Levante Modena,3,6,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NMAXJ03.0DFI,standard SUV,3,16,22,18,3,No,495
MASERATI Levante Modena V8,3.8,8,Auto-8,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,NMAXJ03.8DFI,standard SUV,1,13,20,16,3,No,562
MASERATI Levante Modena V8,3.8,8,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NMAXJ03.8DFI,standard SUV,3,13,20,16,3,No,562
MASERATI Levante Modena V8,3.8,8,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NMAXJ03.8DFI,standard SUV,3,13,20,16,3,No,562
MASERATI Levante Modena V8,3.8,8,Auto-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NMAXJ03.8DFI,standard SUV,1,13,20,16,3,No,562
MASERATI Levante Trofeo,3.8,8,Auto-8,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,NMAXJ03.8DFI,standard SUV,1,13,20,16,3,No,562
MASERATI Levante Trofeo,3.8,8,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NMAXJ03.8DFI,standard SUV,3,13,20,16,3,No,562
MASERATI Levante Trofeo,3.8,8,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NMAXJ03.8DFI,standard SUV,3,13,20,16,3,No,562
MASERATI Levante Trofeo,3.8,8,Auto-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NMAXJ03.8DFI,standard SUV,1,13,20,16,3,No,562
MASERATI MC20,3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NMAXV03.0SPR,small car,5,15,25,18,3,No,474
MASERATI MC20,3,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NMAXV03.0SPR,small car,5,15,25,18,3,No,474
MASERATI Quattroporte GT,3,6,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NMAXJ03.0DFI,large car,3,16,25,19,4,No,453
MASERATI Quattroporte GT,3,6,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NMAXJ03.0DFI,large car,3,16,25,19,4,No,453
MASERATI Quattroporte Modena,3,6,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NMAXJ03.0DFI,large car,3,16,25,19,4,No,453
MASERATI Quattroporte Modena,3,6,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NMAXJ03.0DFI,large car,3,16,25,19,4,No,453
MASERATI Quattroporte Modena,3,6,Auto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NMAXJ03.0DFI,large car,3,16,24,19,4,No,472
MASERATI Quattroporte Modena,3,6,Auto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NMAXJ03.0DFI,large car,3,16,24,19,4,No,472
MASERATI Quattroporte Trofeo,3.8,8,Auto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,NMAXJ03.8DFI,large car,1,13,20,16,3,No,560
MASERATI Quattroporte Trofeo,3.8,8,Auto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NMAXJ03.8DFI,large car,3,13,20,16,3,No,560
MASERATI Quattroporte Trofeo,3.8,8,Auto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NMAXJ03.8DFI,large car,3,13,20,16,3,No,560
MASERATI Quattroporte Trofeo,3.8,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,NMAXJ03.8DFI,large car,1,13,20,16,3,No,560
MAZDA 3,2,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTKXV02.0CDB,small car,7,28,36,31,7,Yes,287
MAZDA 3,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTKXV02.0CDB,small car,7,28,36,31,7,Yes,287
MAZDA 3,2.5,4,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTKXV02.5CDB,midsize car,7,24,33,27,6,No,323
MAZDA 3,2.5,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTKXV02.5CDB,midsize car,7,24,33,27,6,No,323
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTKXV02.5CDB,midsize car,7,26,34,29,6,No,306
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTKXV02.5CDB,small car,7,26,35,30,6,No,300
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTKXV02.5CDB,midsize car,7,26,34,29,6,No,306
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTKXV02.5CDB,small car,7,26,35,30,6,No,300
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTKXV02.5CDB,midsize car,7,25,31,27,6,No,326
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTKXV02.5CDB,small car,7,25,33,28,6,No,320
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTKXV02.5CDB,midsize car,7,25,31,27,6,No,326
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTKXV02.5CDB,small car,7,25,33,28,6,No,320
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTKXV02.5EGA,midsize car,5,23,31,26,5,No,337
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTKXV02.5EGA,small car,5,23,32,27,6,No,334
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTKXV02.5EGA,midsize car,5,23,31,26,5,No,337
MAZDA 3,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTKXV02.5EGA,small car,5,23,32,27,6,No,334
MAZDA CX-30,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTKXV02.5CDB,small SUV,7,24,31,26,5,No,334
MAZDA CX-30,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTKXV02.5CDB,small SUV,7,24,31,26,5,No,334
MAZDA CX-30,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTKXV02.5EGA,small SUV,5,22,30,25,5,No,353
MAZDA CX-30,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTKXV02.5EGA,small SUV,5,22,30,25,5,No,353
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,NTKXT02.5CDB,small SUV,7,24,30,26,5,No,337
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,NTKXT02.5CDB,small SUV,7,24,30,26,5,No,337
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,NTKXT02.5DNM,small SUV,6,24,30,26,5,No,337
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTKXT02.5EGA,small SUV,5,22,27,24,5,No,370
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTKXT02.5EGA,small SUV,5,22,27,24,5,No,370
MAZDA CX-9,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NTKXT02.5EGA,small SUV,5,20,26,23,5,No,392
MAZDA CX-9,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NTKXT02.5EGA,small SUV,5,20,26,23,5,No,392
MAZDA MX-30,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,NTKXV00.0AZA,midsize car,10,98,85,92,10,Elite,0
MAZDA MX-30,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,NTKXV00.0AZA,midsize car,10,98,85,92,10,Elite,0
MAZDA MX-5,2,4,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NTKXV02.0FFB,small car,3,26,34,29,6,No,305
MAZDA MX-5,2,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NTKXV02.0FFB,small car,3,26,34,29,6,No,305
MAZDA MX-5,2,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,NTKXV02.0FFB,small car,3,26,35,30,6,No,299
MAZDA MX-5,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,NTKXV02.0FFB,small car,3,26,35,30,6,No,299
MERCEDES-BENZ A 220,2,4,AutoMan-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NMBXV02.0U3C,small car,5,24,35,28,6,No,313
MERCEDES-BENZ A 220,2,4,AutoMan-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NMBXV02.0U3C,small car,5,24,35,28,6,No,313
MERCEDES-BENZ A 220 4Matic,2,4,AutoMan-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NMBXV02.0U3C,small car,5,25,35,28,6,No,312
MERCEDES-BENZ A 220 4Matic,2,4,AutoMan-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NMBXV02.0U3C,small car,5,25,35,28,6,No,312
MERCEDES-BENZ AMG A35 4Matic,2,4,AutoMan-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NMBXV02.0U3A,small car,5,22,30,25,5,No,356
MERCEDES-BENZ AMG A35 4Matic,2,4,AutoMan-7,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NMBXV02.0U3A,small car,5,22,30,25,5,No,356
MERCEDES-BENZ AMG C43 4Matic,3,6,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NMBXJ03.0U2A,small car,5,19,28,22,5,No,402
MERCEDES-BENZ AMG C43 4Matic,3,6,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NMBXJ03.0U2A,small car,5,19,28,22,5,No,406
MERCEDES-BENZ AMG C43 4Matic,3,6,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NMBXJ03.0U2A,small car,5,19,28,22,5,No,402
MERCEDES-BENZ AMG C43 4Matic,3,6,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,NMBXJ03.0U2A,small car,5,19,28,22,5,No,406
MERCEDES-BENZ AMG CLA 35 4Matic,2,4,AutoMan-7,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,NMBXV02.0U3A,small car,5,21,29,24,5,No,366
